ActualVehicleSpeed_kph;MotorCommand_value;BatteryPack01Voltage_v;BatteryPack02Voltage_v;BatteryPack01Cell001_temperature;BatteryPack02Cell001_temperature;BMSRelay01Status
92.68112751;1.02E-16;406.4617376;378.9807165;31.65061591;56;1.00
92.35436804;1.02E-16;406.3296432;378.9343419;31.65247582;57;1.00
92.14833905;1.02E-16;405.4342571;379.0958156;31.65361125;58;1.00
91.98144287;1.02E-16;405.2762415;379.3062169;31.65452602;59;1.00
91.94204673;1.02E-16;404.5259456;379.5348116;31.65485439;60;1.00
91.81887349;1.02E-16;405.2460698;379.7742082;31.6555296;60;1.00
91.76926277;1.02E-16;404.2674011;380.1977422;31.65586404;61;1.00
91.76061898;1.02E-16;404.0505715;382.9105934;31.65600513;62;1.00
91.879256;1.02E-16;403.2366377;383.8147679;31.65577818;63;1.00
91.92167256;1.02E-16;404.0812189;387.3791683;31.65569784;62;1.00
91.91456395;1.02E-16;403.9553259;397.6831066;31.65571132;61;1.00
91.90866234;1.02E-16;403.8399388;399.7154806;31.65567657;60;1.00
91.90226632;1.02E-16;403.7138519;398.2377766;31.65559613;60;1.00
91.89531285;1.02E-16;403.5757214;396.3956018;31.65546868;59;1.00
91.88780913;1.02E-16;403.4256807;398.8166735;31.65529387;58;1.00
91.87976605;1.02E-16;403.2639393;399.8124091;31.65507267;57;1.00
91.8782751;1.02E-16;403.2686374;400.8354977;31.65479532;56;1.00
91.75375186;1.02E-16;404.0029198;398.3383172;31.65473655;55;1.00
91.59584566;1.02E-16;404.1481047;398.7145553;33;54;1.00
91.19324467;1.02E-16;405.7665371;401.7214587;33;53;1.00
90.6895874;1.02E-16;405.3431878;401.8939876;34;52;1.00
90.29894676;1.02E-16;403.8908703;402.2380952;35;51;1.00
90.20112817;1.02E-16;401.9011623;403.52564;36;51;1.00
90.18674898;1.02E-16;401.542328;404.6052118;37;50;1.00
90.27597553;0.274256648;400.0233842;404.9081338;38;49;1.00
90.58928393;6.471059834;395.1769549;405.9736329;39;48;1.00
91.02724554;8.047257757;393.8740801;406.0728719;40;47;1.00
91.3950704;6.375931269;395.1745146;406.0001603;41;46;1.00
91.6982751;7.018426677;394.6325095;405.1691603;42;45;1.00
91.99713353;7.806685284;393.9655289;405.2675021;42;44;1.00
92.21422717;5.794905774;395.5667193;405.6852778;43;43;1.00
92.2895671;3.09794596;397.716113;407.382813;44;42;1.00
92.09823803;0;401.0680127;406.4617376;45;42;1.00
91.75612061;0;400.6522923;406.3296432;46;41;1.00
91.52936369;1.510934164;399.0047918;405.4342571;47;40;1.00
91.14474926;1.02E-16;401.3465111;405.2762415;48;39;1.00
90.63885989;1.02E-16;400.8673132;404.5259456;49;38;1.00
90.21163633;2.669957103;398.1451558;405.2460698;50;37;1.00
90.26555234;18.07514887;385.7290975;404.2674011;51;36;1.00
90.64335134;21.69999463;382.5461939;404.0505715;51;35;1.00
91.15202326;26.24952827;378.4244952;403.2366377;52;34;1.00
91.74237803;27.90349105;376.7419871;404.0812189;53;33;1.00
92.26792887;26.29570561;377.9972875;403.9553259;54;33;1.00
92.65774713;23.87176714;380.0256004;403.8399388;55;32;1.00
92.80500353;18.80889513;384.4071239;403.7138519;56;24.75863008;1.00
92.80425062;18.83054128;384.3721316;403.5757214;57;24.7709418;1.00
92.77896984;19.70242956;383.6004813;403.4256807;58;24.78467753;1.00
92.74844157;20.75393685;382.665938;403.2639393;59;24.79716965;1.00
92.72258608;21.63758412;381.8689647;403.2686374;60;24.80819284;1.00
92.61415914;19.86562787;383.4102455;404.0029198;60;24.81801586;1.00
92.43871803;20.39868733;382.9573124;404.1481047;61;24.82357474;1.00
92.2473484;21.491378;382.0192832;405.7665371;62;24.82646334;1.00
92.13135286;25.49116597;378.4902499;405.3431878;63;24.82704861;1.00
92.16488328;29.80202666;374.5509467;403.8908703;62;24.82626614;1.00
92.27672937;31.42051887;372.975005;401.9011623;61;24.82573377;1.00
92.40250751;32.55658003;371.8227585;401.542328;60;24.82597747;1.00
92.52083152;33.94862527;370.4226109;400.0233842;60;24.82614096;1.00
92.79112892;40.86692517;363.5775491;395.1769549;59;24.82693639;1.00
93.3712572;47.85477368;356.0961644;393.8740801;58;24.82914186;1.00
93.86531189;42.10854073;361.6850982;395.1745146;57;24.83111591;1.00
94.26166263;44.70600604;358.7679827;394.6325095;56;24.83169136;1.00
94.7911495;48.06680567;354.8698284;393.9655289;55;24.83077704;1.00
95.16372458;41.19157065;361.8136926;395.5667193;54;24.83143769;1.00
95.27530261;37.56825054;365.3824322;397.716113;53;24.83079177;1.00
95.21249268;34.42348409;368.4742697;401.0680127;52;24.82961158;1.00
94.98279768;31.50588272;371.3412142;400.6522923;51;24.83002041;1.00
94.66937199;31.32766724;371.5744032;399.0047918;51;24.83064962;1.00
94.33556841;31.83144364;371.1603249;401.3465111;50;24.83127741;1.00
94.0796674;35.02655042;368.1249951;400.8673132;49;24.83141842;1.00
93.89174803;35.97802766;367.2125204;398.1451558;48;24.83219776;1.00
93.72237301;36.31085021;366.8940705;385.7290975;47;24.83337788;1.00
93.47132237;34.08347901;369.0868077;382.5461939;46;24.83539704;1.00
93.23530386;36.63603475;366.6596135;378.4244952;45;24.8438557;1.00
93.05648581;37.29345677;366.0325954;376.7419871;44;24.86787543;1.00
92.88261518;37.79150359;365.5603134;377.9972875;43;24.94165685;1.00
92.79814704;40.58961873;362.7823289;380.0256004;42;25.00232729;1.00
92.70257044;38.48740743;364.8326716;384.4071239;42;25.04467507;1.00
92.55285098;38.17535298;365.1440265;384.3721316;41;25.05597993;1.00
92.39554162;38.11783106;365.2103168;383.6004813;40;25.06142108;1.00
92.23750498;38.08460157;365.2535475;382.665938;39;25.06508439;1.00
92.07483719;38.21222839;365.1441843;381.8689647;38;25.06772332;1.00
91.99423968;40.90918328;362.4876845;383.4102455;37;25.06828982;1.00
91.98220978;41.3132508;362.0345257;382.9573124;36;25.06736659;1.00
91.98310233;41.2838668;362.0051093;382.0192832;35;25.06807192;1.00
91.98255499;41.30803283;361.9261553;378.4902499;34;25.07349541;1.00
92.06443398;43.86804398;359.274725;374.5509467;33;25.08542976;1.00
92.22038769;43.95721414;359.0468981;372.975005;33;25.08793381;1.00
92.30373858;41.19674499;361.7186323;371.8227585;32;25.08737749;1.00
92.40964126;42.94586484;359.8680531;370.4226109;29.62942882;25.08914406;1.00
92.49277707;40.18931314;362.528238;363.5775491;29.59654432;25.09247169;1.00
92.52447902;39.12671686;363.5148006;356.0961644;29.55012595;25.09513324;1.00
92.46712325;35.72674834;366.7980745;361.6850982;29.48367405;25.0986405;1.00
92.33562679;34.80027053;367.6968353;358.7679827;29.4009292;25.10161071;1.00
92.27421965;36.86380593;365.6991098;354.8698284;29.32729954;25.10357402;1.00
92.278452;36.7244903;365.7861881;361.8136926;29.26199387;25.10380129;1.00
92.29464072;36.18157175;366.2584013;365.3824322;29.19526772;25.10602946;1.00
92.31442455;35.51717454;366.8457036;368.4742697;29.12548252;25.10742066;1.00
92.34135238;34.60591997;367.6642476;371.3412142;29.05315911;25.10747638;1.00
92.28250177;31.21819775;370.8431121;371.5744032;28.96316549;25.11068706;1.00
92.23314608;32.89281106;369.2559744;371.1603249;28.87098352;25.11518063;1.00
92.32209255;35.26593526;366.9283879;368.1249951;28.79716713;25.11988948;1.00
92.4934437;34.85407945;367.2140335;367.2125204;28.73316092;25.120799;1.00
92.59239628;31.52658003;370.2971602;366.8940705;28.65306818;25.12211953;1.00
92.70924875;32.95623857;368.8728772;369.0868077;28.57167539;25.12594872;1.00
92.88909751;32.26215691;369.4307981;366.6596135;28.4961534;25.13159287;1.00
92.9974054;28.61047743;372.7872863;366.0325954;28.40574254;25.13895665;1.00
93.04652366;26.9394432;374.2890864;365.5603134;28.30326628;25.14638634;1.00
93.00336557;22.97302871;377.8815456;362.7823289;28.18620782;25.16038314;1.00
92.89047437;21.36289308;379.3278748;364.8326716;28.05880486;25.17856423;1.00
92.77171879;19.94171331;380.5919704;365.1440265;27.92876114;25.1950833;1.00
92.57316889;15.72810931;384.2782248;365.2103168;27.79004498;25.2071902;1.00
92.2282457;10.96256979;388.3535171;365.2535475;27.63991718;25.21656898;1.00
91.70250198;6.85557305;391.788989;365.1441843;27.49869195;25.22550355;1.00
91.36728925;13.04700189;386.7123763;362.4876845;27.51486737;25.23288168;1.00
90.97220477;4.212832207;393.9471237;362.0345257;27.52573992;25.23958013;1.00
90.2838665;0;398.3394391;362.0051093;27.52638244;25.24850353;1.00
89.86852411;9.287493368;389.9683851;361.9261553;27.53232328;25.27159191;1.00
89.62208159;6.574043193;392.1464011;359.274725;27.54181437;25.29561751;1.00
89.25585901;2.311281024;395.5030145;359.0468981;27.5455567;25.31816749;1.00
88.80739513;1.054668038;396.4860934;361.7186323;27.54628025;25.33672055;1.00
88.52322055;5.636439374;392.954213;359.8680531;27.54941403;25.3436386;1.00
88.37070591;5.338202275;393.1879224;362.528238;27.55465246;25.34349729;1.00
88.22995102;4.602071187;393.7620641;363.5148006;27.55879851;25.3433201;1.00
88.17975532;6.467638367;392.3108083;366.7980745;27.56421726;25.34278457;1.00
88.19684448;5.834358607;392.796434;367.6968353;27.57027743;25.34169737;1.00
88.22286116;4.865853326;393.5427475;365.6991098;27.57519127;25.34747766;1.00
88.25038555;3.83963533;394.3329429;365.7861881;27.57887457;25.35537755;1.00
88.27205832;3.03618968;394.9517525;366.2584013;27.58131428;25.36310126;1.00
88.38668213;4.746916417;393.6250866;366.8457036;27.58499707;25.36617311;1.00
88.48038667;1.257562541;396.3078256;367.6642476;27.58720869;25.36664486;1.00
88.51574024;-0.067609666;397.27145;370.8431121;27.58753615;25.36550048;1.00
88.53470034;0;397.7207863;369.2559744;27.58743589;25.36416127;1.00
88.5455254;0;397.9577683;366.9283879;27.58707606;25.36311394;1.00
88.55066812;0;398.0447837;367.2140335;27.58654996;25.362076;1.00
88.68608814;0;397.5730555;370.2971602;27.586383;25.36378632;1.00
88.75101873;0;398.9367821;368.8728772;27.58582187;25.36965918;1.00
88.64365615;0;400.061129;369.4307981;27.58480065;25.37750334;1.00
88.48465701;0;400.0977629;372.7872863;27.58370461;25.38548968;1.00
88.4585028;0;399.6156562;374.2890864;27.58268773;25.38961387;1.00
88.35368484;0;400.7649553;377.8815456;27.58160765;25.3908703;1.00
88.20058149;0;400.9552316;379.3278748;27.58053708;25.39230562;1.00
88.0560898;0;401.3423698;380.5919704;27.5794878;25.39382956;1.00
87.77922069;0;402.2444639;384.2782248;27.57872396;25.39448604;1.00
87.57442302;0;401.3469344;388.3535171;27.5778622;25.39418667;1.00
87.54842996;0;400.8537688;391.788989;27.57680198;25.39307259;1.00
87.44019654;0;401.9309356;386.7123763;27.57587001;25.39638713;1.00
87.27695261;0;401.8785127;393.9471237;27.5750825;25.39712423;1.00
87.24043141;0;401.1485494;398.3394391;27.57411108;25.3995107;1.00
87.25559782;0;401.4924543;389.9683851;27.57309669;25.40855412;1.00
87.13579656;0;402.3114762;392.1464011;27.57237045;25.42187171;1.00
87.09577273;0;401.5219642;395.5030145;27.57150577;25.43073228;1.00
87.10227453;0;401.6548128;396.4860934;27.57057949;25.43724717;1.00
87.10618074;0;401.7467026;392.954213;27.56968305;25.43747909;1.00
87.10950564;0;401.8264782;393.1879224;27.56881195;25.43767302;1.00
87.11231632;0;401.895511;393.7620641;27.5679641;25.45203216;1.00
87.11461164;0;401.9537262;392.3108083;27.56713701;25.49978737;1.00
87.10927201;0;401.8222581;392.796434;27.5663437;25.54730607;1.00
87.22854103;0;400.9821857;393.5427475;27.56536155;25.5716718;1.00
87.37796558;0;400.6746287;394.3329429;27.56434649;25.57852352;1.00
87.77368091;0;398.9017366;394.9517525;27.56344561;25.58304304;1.00
88.2733474;0;399.290453;393.6250866;27.56272461;25.60151361;1.00
88.52035333;0;401.0495809;396.3078256;27.56171223;25.62664763;1.00
88.67528547;0;400.9591396;397.27145;27.56068669;25.6521059;1.00
88.83377582;0;400.9156118;397.7207863;27.5596564;25.68087938;1.00
88.99895644;0;401.0422717;397.9577683;27.55862038;25.7069694;1.00
89.03242044;0;401.695995;398.0447837;27.55772218;25.73705936;1.00
89.14359276;0;400.7001371;397.5730555;27.55672263;25.79968118;1.00
89.30202917;0;400.6395868;398.9367821;27.55568324;25.86118764;1.00
89.45793447;0;400.539367;400.061129;27.55464419;25.9054786;1.00
89.61319518;0;400.4252319;400.0977629;27.5536076;25.94224155;1.00
89.76788619;0;400.2987442;399.6156562;27.55257692;25.96073262;1.00
89.92201272;0;400.1599804;400.7649553;27.55155666;25.97571548;1.00
90.07557811;0;400.0089791;400.9552316;27.55055247;25.989783;1.00
90.23567381;0;400.0254479;401.3423698;27.54957885;26.00681166;1.00
90.27211592;0;400.7676125;402.2444639;27.54855715;26.028765;1.00
90.2615772;0;400.565904;401.3469344;27.54753052;26.04791628;1.00
90.25250634;0;400.380119;400.8537688;27.54650671;26.06511401;1.00
90.243045;0;400.1853394;401.9309356;27.54549455;26.08870597;1.00
90.23313104;0;399.9802969;401.8785127;27.54450384;26.11226905;1.00
90.22277563;0;399.7652662;401.1485494;27.54354578;26.13348738;1.00
90.21199355;0;399.5405824;401.4924543;27.54263297;26.16739643;1.00
90.20080034;0;399.3065849;402.3114762;27.54177937;26.21211983;1.00
90.18921218;0;399.063619;401.5219642;27.5410003;26.26795561;1.00
90.17724586;0;398.8120374;401.6548128;27.54031244;26.34205259;1.00
90.16491877;0;398.5522024;401.7467026;27.53973375;26.44169078;1.00
90.15224887;0;398.2844862;401.8264782;27.53928346;26.52412977;1.00
90.14632974;0;398.1892059;401.895511;27.53900967;26.58139069;1.00
90.01034998;0;398.654741;401.9537262;27.53843759;26.63327727;1.00
89.9462678;0.58852119;397.2187681;401.8222581;27.53832729;26.68620582;1.00
89.92793838;1.260096893;396.6964078;400.9821857;27.53903972;26.74028874;1.00
89.82394185;1.02E-16;398.1688747;400.6746287;27.53926612;26.80479586;1.00
89.53069724;1.02E-16;398.7592147;398.9017366;27.53874255;26.87871745;1.00
89.19357031;1.02E-16;398.4533385;399.290453;27.53821038;26.94694861;1.00
88.85137142;1.02E-16;397.994785;401.0495809;27.53780227;26.9989294;1.00
88.6100958;2.408984178;395.8440276;400.9591396;27.53846482;27.10742926;1.00
88.41610752;3.647969425;394.889859;400.9156118;27.54071121;27.24811193;1.00
88.23825685;4.274296617;394.4040119;401.0422717;27.54441731;27.36947388;1.00
87.88013819;-0.382204473;397.6701381;401.695995;27.54544326;27.46121157;1.00
87.47640639;2.70424114;395.6315356;400.7001371;27.54626641;27.53812991;1.00
87.11613875;4.174192004;394.5213934;400.6395868;27.54863065;27.61431136;1.00
86.86115782;7.717550147;391.8073783;400.539367;27.55513573;27.69176252;1.00
86.50382443;2.996022363;395.4112279;400.4252319;27.55984752;27.760369;1.00
85.91540474;0.906149818;396.9857877;400.2987442;27.56042894;27.82616841;1.00
85.51805219;9.955791845;390.1812993;400.1599804;27.56667235;27.85059775;1.00
85.2203571;9.077748406;390.8599858;400.0089791;27.57737921;27.86151396;1.00
84.88555686;9.60055196;390.4754306;400.0254479;27.58819093;27.89003961;1.00
84.45224648;7.750073486;391.8959829;400.7676125;27.59670318;27.92498134;1.00
84.04151779;11.21851194;389.3050867;400.565904;27.60755066;27.9456825;1.00
83.68333669;12.67657824;388.2209607;400.380119;27.62226126;27.95846225;1.00
83.42140209;16.60443413;385.2266483;400.1853394;27.64402569;27.98324394;1.00
83.22135686;18.15315388;384.0344321;399.9802969;27.67179403;28.01800924;1.00
83.11881462;22.09115974;380.9409264;399.7652662;27.70924464;28.05293269;1.00
83.08419207;23.41830238;379.8611301;399.5405824;27.75526259;28.08701945;1.00
83.05262829;24.62953895;378.8685375;399.3065849;27.80496606;28.12006415;1.00
83.12270051;28.02102371;376.0737188;399.063619;27.86827388;28.15237985;1.00
83.07798588;23.6592221;379.5612416;398.8120374;27.92419916;28.17774826;1.00
83.00393975;26.47002827;377.2969233;398.5522024;27.98058874;28.20391806;1.00
82.90503143;24.14353193;379.151847;398.2844862;28.03787851;28.22825344;1.00
82.56316828;18.84414399;383.3552043;398.1892059;28.07692296;28.23524406;1.00
82.17713774;21.39693363;381.4345435;398.654741;28.11433714;28.23634315;1.00
81.75691258;19.07307222;383.2860144;397.2187681;28.15099959;28.23690623;1.00
81.18625682;16.33135142;385.441582;396.6964078;28.17875314;28.24428022;1.00
80.54925056;16.18225267;385.6372982;398.1688747;28.20345748;28.25023997;1.00
79.8130046;13.57877107;387.6400577;398.7592147;28.22351659;28.2518581;1.00
79.01616856;13.38600638;387.8697151;398.4533385;28.24109425;28.25782136;1.00
78.11400116;10.92457556;389.7117355;397.994785;28.25442555;28.26026968;1.00
77.21466994;15.02121553;386.9315237;395.8440276;28.26825484;28.26041799;1.00
76.74629221;27.78599204;377.751203;394.889859;28.30819161;28.26039837;1.00
76.53669413;29.8563404;376.2201913;394.4040119;28.36965393;28.26067163;1.00
76.44071799;33.78277309;373.2365333;397.6701381;28.44397504;28.26099952;1.00
76.49384296;38.0958351;369.838955;395.6315356;28.53689933;28.26249043;1.00
76.78849952;45.3881422;363.8318322;394.5213934;28.66459975;28.26382993;1.00
77.42231439;51.59952241;358.2357628;391.8073783;28.85294986;28.26446756;1.00
77.84685943;41.19085223;366.6342271;395.4112279;29.01201625;28.26449792;1.00
78.03538229;40.00638636;367.4744058;396.9857877;29.1375015;28.2711063;1.00
78.11394657;36.89488635;369.9017995;390.1812993;29.25029257;28.30773331;1.00
78.02730188;34.01591921;372.1764637;390.8599858;29.3435908;28.45161579;1.00
77.96386757;36.5312081;370.1896037;390.4754306;29.44066501;28.68881736;1.00
77.87937974;33.54490813;372.5311141;391.8959829;29.53610428;29.01755187;1.00
77.55480161;27.34988849;377.3441505;389.3050867;29.60540939;29.37013473;1.00
77.09376607;26.62065775;377.9948733;388.2209607;29.66108333;29.67547793;1.00
76.60604965;26.99775948;377.8260713;385.2266483;29.713819;29.88687083;1.00
76.30047952;32.98781805;373.4040386;384.0344321;29.78291196;30.03505946;1.00
76.12481031;33.66327383;372.914813;380.9409264;29.8648486;30.1472114;1.00
75.94524512;34.51359985;372.2987901;379.8611301;29.94593669;30.23752817;1.00
76.0304017;43.96357632;364.8546408;378.8685375;30.05898985;30.30287035;1.00
76.47175525;51.65380417;358.2591242;376.0737188;30.22601586;30.36457322;1.00
77.36295023;59.99202845;350.35801;379.5612416;30.4861483;30.43002885;1.00
77.95144311;43.31649989;364.305306;377.2969233;30.69070272;30.4956374;1.00
77.99706634;35.2180534;370.7737279;379.151847;30.80527217;30.55289941;1.00
77.91820188;31.95271161;373.3216263;383.3552043;30.90220173;30.59721848;1.00
77.08324722;7.024173673;391.5288406;381.4345435;30.93339961;30.62920388;1.00
75.71467587;3.676070068;393.8676072;383.2860144;30.93721096;30.65586959;1.00
74.24156596;4.890517935;393.1586981;385.441582;30.93841454;30.67526369;1.00
73.52232207;29.18497709;376.7480486;385.6372982;30.96886757;30.69975435;1.00
73.39970109;34.42744444;372.9574695;387.6400577;31.04020479;30.72434109;1.00
73.44279627;39.35758058;369.2532596;387.8697151;31.1269882;30.73955219;1.00
74.10222471;57.83772467;354.2057602;389.7117355;31.29941698;30.76412498;1.00
75.31034442;66.24309221;345.9306084;386.9315237;31.58188403;30.79188982;1.00
76.97573856;74.70687547;336.3619376;377.751203;32.00237918;30.81447595;1.00
78.41472046;62.0812709;347.2490386;376.2201913;32.37282503;30.8528096;1.00
79.7309249;65.89591667;342.5456517;373.2365333;32.55330748;30.90348886;1.00
81.15250087;65.76570973;341.4650833;369.838955;32.65998082;30.9627806;1.00
82.42895645;59.54557154;346.6128729;363.8318322;32.73200293;31.02819596;1.00
83.42150663;52.25289757;352.9439674;358.2357628;32.73107201;31.08445147;1.00
84.07960798;45.66379675;358.6830522;366.6342271;32.65422556;31.14192659;1.00
84.84803155;52.18362802;352.0926579;367.4744058;32.60222293;31.20388114;1.00
85.64134583;46.51427649;357.0125963;369.9017995;32.55604272;31.26546022;1.00
86.0646066;37.07389503;365.4462076;372.1764637;32.43421395;31.3260924;1.00
86.44298071;40.59301755;362.077536;370.1896037;32.3026533;31.38562429;1.00
86.91684522;40.70405865;361.7301797;372.5311141;32.18676878;31.44399058;1.00
87.49353365;42.76380304;359.5009133;377.3441505;32.08910675;31.50174081;1.00
88.07420079;39.10845444;362.625666;377.9948733;31.99073777;31.55004176;1.00
88.37242777;28.55776694;372.0154852;377.8260713;31.84235422;31.59133637;1.00
88.12807058;14.27970686;384.0883546;373.4040386;31.62795956;31.62535717;1.00
87.51718692;7.173701147;389.7970071;372.914813;31.3876195;31.63531772;1.00
86.39676428;1.02E-16;398.2348418;372.2987901;31.13751226;31.63581336;1.00
84.81145419;1.02E-16;402.5045721;364.8546408;30.89060992;31.63630732;1.00
81.5618991;1.02E-16;411.710628;358.2591242;30.66240193;31.63886796;1.00
78.17168694;1.02E-16;408.2884788;350.35801;30.4398626;31.64061765;1.00
75.23184202;1.02E-16;403.7078988;364.305306;30.21661676;31.64103814;1.00
74.20281437;6.563913072;391.2142571;370.7737279;29.9924268;31.64067705;1.00
73.84272581;8.326919751;390.0612357;373.3216263;29.77803595;31.640971;1.00
73.70203862;14.53486335;385.9285381;391.5288406;29.57432698;31.64226585;1.00
73.96472564;23.96485098;379.3572443;393.8676072;29.39324853;31.64200875;1.00
74.60410253;30.71070247;374.2918443;393.1586981;29.24104623;31.64142828;1.00
75.57366317;36.74007965;369.3826917;376.7480486;29.12256281;31.64084824;1.00
76.69135926;36.57832875;369.0373984;372.9574695;29.02268492;31.64035419;1.00
77.72812562;33.29973461;371.1883218;369.2532596;28.91442695;31.64030926;1.00
78.79387101;35.23914282;369.2483285;354.2057602;28.81080559;31.64049255;1.00
79.93006411;34.37569828;369.5018053;345.9306084;28.7170241;31.64136999;1.00
80.90136448;27.58249142;374.6168202;336.3619376;28.60431263;31.64264178;1.00
81.64322881;23.57377684;377.5792602;347.2490386;28.46841844;31.64407006;1.00
82.48826287;27.91431267;373.8805142;342.5456517;28.34318831;31.64489305;1.00
83.37755685;24.43695016;376.4418379;341.4650833;28.2228095;31.64553472;1.00
84.08103231;15.86126877;383.0935265;346.6128729;28.0857709;31.64617499;1.00
83.98144739;2.04E-16;397.86981;352.9439674;27.91316226;31.64848147;1.00
83.23797995;2.04E-16;399.2761323;358.6830522;27.73720789;31.65061591;1.00
82.41526786;2.04E-16;398.8277;352.0926579;27.56522423;31.65247582;1.00
82.09693062;2.04E-16;395.58937;357.0125963;27.49824685;31.65361125;1.00
82.06933519;0.290882816;394.9242496;365.4462076;27.49810276;31.65452602;1.00
82.16748793;2.830982645;393.1144211;362.077536;27.49894815;31.65485439;1.00
82.51176716;8.316979823;389.0959316;361.7301797;27.50493994;31.6555296;1.00
82.99352241;8.314898924;389.0493028;359.5009133;27.5143573;31.65586404;1.00
83.49703945;7.450514531;389.6467383;362.625666;27.52342064;31.65600513;1.00
83.90734274;3.970456885;392.2017177;372.0154852;27.52837703;31.65577818;1.00
84.34196289;5.819532099;390.809824;384.0883546;27.5330564;31.65569784;1.00
84.85823609;4.469828691;391.787872;389.7970071;27.539323;31.65571132;1.00
84.94889645;1.02E-16;397.9780311;398.2348418;27.53913382;31.65567657;1.00
84.80731147;1.02E-16;398.5167274;402.5045721;27.53772757;31.65559613;1.00
84.39605821;1.02E-16;399.9098771;411.710628;27.53648334;31.65546868;1.00
84.26941097;1.02E-16;397.3220114;408.2884788;27.53512008;31.65529387;1.00
84.40427918;1.02E-16;396.7662127;403.7078988;27.53402979;31.65507267;1.00
84.56896838;1.02E-16;396.8109455;391.2142571;27.53293895;31.65479532;1.00
84.87073345;1.02E-16;396.4765523;390.0612357;27.53219349;31.65473655;1.00
84.98624872;1.02E-16;398.948466;385.9285381;27.53094529;33;1.00
84.63105715;1.02E-16;401.607221;379.3572443;27.53003355;33;1.00
84.15500695;1.02E-16;401.8349714;374.2918443;27.52953903;34;1.00
83.57193031;1.02E-16;403.1644446;369.3826917;27.52965424;35;1.00
82.68806462;1.02E-16;404.8745585;369.0373984;27.53181837;36;1.00
81.70621553;1.02E-16;404.526169;371.1883218;27.53484191;37;1.00
80.9808869;1.02E-16;402.8438592;369.2483285;27.53610536;38;1.00
80.45389061;1.02E-16;401.8710604;369.5018053;27.53630066;39;1.00
80.22184386;1.02E-16;400.4150095;374.6168202;27.53542423;40;1.00
80.0697739;1.02E-16;400.5867607;377.5792602;27.53435323;41;1.00
79.90510884;1.02E-16;400.4904142;373.8805142;27.53334632;42;1.00
79.85489069;1.02E-16;399.4074916;376.4418379;27.53213377;42;1.00
80.09616961;1.02E-16;397.7176585;383.0935265;27.53077123;43;1.00
80.55304055;1.02E-16;397.1988228;397.86981;27.52966526;44;1.00
80.90427391;1.02E-16;397.7305171;399.2761323;27.52837228;45;1.00
81.45840052;1.02E-16;395.8714373;398.8277;27.5275376;46;1.00
82.22010521;0.724866019;394.8178743;395.58937;27.52758436;47;1.00
83.03274843;0.390627282;395.0487739;394.9242496;27.52828344;48;1.00
83.62342968;1.02E-16;397.4603775;393.1144211;27.52763733;49;1.00
83.86164779;1.02E-16;399.0764395;389.0959316;27.52627783;50;1.00
84.00237151;1.02E-16;398.6284862;389.0493028;27.52488975;51;1.00
84.38567289;1.02E-16;396.5253301;389.6467383;27.52371403;51;1.00
85.10018474;1.343731323;394.3705679;392.2017177;27.52393321;52;1.00
85.80050444;1.02E-16;395.8144238;390.809824;27.52403755;53;1.00
86.42975276;1.02E-16;395.4921125;391.787872;27.52371747;54;1.00
87.17187215;2.083536797;393.7853296;397.9780311;27.52485428;55;1.00
87.76348599;1.02E-16;396.4857837;398.5167274;27.52477146;56;1.00
88.24469847;1.02E-16;396.5144294;399.9098771;27.52408322;57;1.00
88.58286171;1.02E-16;396.7442733;397.3220114;27.52302382;58;1.00
89.2127677;3.9300945;392.3223559;396.7662127;27.52433716;59;1.00
89.91356966;1.806240098;393.9596209;396.8109455;27.52713478;60;1.00
90.35047449;1.02E-16;396.7552113;396.4765523;27.5268582;60;1.00
90.66871688;1.02E-16;396.7435196;398.948466;27.52604109;61;1.00
90.86589956;1.02E-16;397.4860931;401.607221;27.5249565;62;1.00
91.00872808;1.02E-16;397.0916673;401.8349714;27.5238068;63;1.00
91.27519438;1.02E-16;395.9507873;403.1644446;27.52314003;62;1.00
91.59516041;1.02E-16;395.9271914;404.8745585;27.52283648;61;1.00
91.77671075;1.02E-16;396.2715433;404.526169;27.52210147;60;1.00
92.11687687;3.55018184;392.5608725;402.8438592;27.52302451;60;1.00
92.63401624;8.013358977;388.8668456;401.8710604;27.52944153;59;1.00
93.30429646;12.63426646;384.8846313;400.4150095;27.54481883;58;1.00
94.1514006;16.55207478;381.3268628;400.5867607;27.57528588;57;1.00
94.84049787;9.415566426;387.4301532;400.4904142;27.59854308;56;1.00
95.18526751;3.050073737;392.7875356;399.4074916;27.60608622;55;1.00
95.18475427;1.02E-16;396.9114235;397.7176585;27.60638983;54;1.00
94.78486022;1.02E-16;398.6484408;397.1988228;27.60509838;53;1.00
94.29255236;1.02E-16;398.5229117;397.7305171;27.60372791;52;1.00
93.68177847;1.02E-16;399.2000943;395.8714373;27.60235471;51;1.00
93.02294571;1.02E-16;398.9061408;394.8178743;27.60098164;51;1.00
92.35167323;1.02E-16;398.2692602;395.0487739;27.59960829;50;1.00
91.93180215;1.02E-16;396.2895945;397.4603775;27.59873755;49;1.00
91.48484952;1.02E-16;396.9891266;399.0764395;27.59786899;48;1.00
90.98686632;1.02E-16;396.6830516;398.6284862;27.59696746;47;1.00
90.51886924;1.02E-16;397.1202375;396.5253301;27.59632955;46;1.00
89.57195655;1.02E-16;400.8658402;394.3705679;27.59513462;45;1.00
